item_name,min_x,min_y,min_z,max_x,max_y,max_z,width,height,depth
SFI-P0350-02,-157.0000029277314,-113.4999880189012,0,366.9999969412685,410.5000118500987,0,523.9999998689999,523.9999998689999,0
SFI-P0370-01,-194.5000029183565,-150.9999880095264,0,404.4999969318936,448.0000118407235,0,598.9999998502501,598.9999998502499,0
SFI-P0370-02,-203.0000029162312,-159.4999880074017,0,412.9999969297689,456.5000118385984,0,615.999999846,615.9999998460002,0
SFI-P1050-01,13.1487956530767,81.27665872403907,0,194.3177956077848,194.0566586958438,0,181.1689999547081,112.77999997180473,0
SFI-P1060-01,-8.105502964954866,86.1305119311909,0,218.1054969784926,210.8695119000062,0,226.21099994344746,124.73899996881529,0
SFI-P11201,6.804166664965562,82.01944442393965,0,203.804166615716,215.0194443906899,0,196.99999995075046,132.99999996675024,0
SFI-P11202,6.804166664965562,82.01944442393965,0,203.804166615716,215.0194443906899,0,196.99999995075046,132.99999996675024,0
SFI-P11501,-5.823833331877365,69.24994442713256,0,216.4321666125586,227.7889443874969,0,222.25599994443596,158.53899996036435,0
SFI-P11502-02,-7.725222220290755,67.5194444275644,0,217.9807777232825,229.5194443870648,0,225.70599994357326,161.9999999595004,0
SFI-P1200-01,105.9889985846138,56.42351248589456,0,354.0109985226087,248.5765124378561,0,248.0219999379949,192.15299995196153,0
SFI-P1200-02,105.0937492792821,56.03820068043494,0,355.0937492167818,249.0382006321847,0,249.99999993749972,192.99999995174977,0
SFI-P1400-01,-51.12800295419933,29.05451194545964,0,261.1279969677364,267.9455118857372,0,312.25599992193577,238.89099994027754,0
SFI-P1400-02,-47.66884711090278,27.23843893819282,0,268.3311528100972,269.238438877693,0,315.999999921,241.99999993950019,0
SFI-P1450-01,-87.32383331150243,11.99444444144647,0,297.932166592184,285.0444443731833,0,385.2559999036864,273.0499999317368,0
SFI-P1450-02,-89.17622219992793,9.877777775305766,0,299.4317777029196,287.5138888170104,0,388.6079999028475,277.6361110417046,0
SFI-P1450-03,-97.01388886463512,9.17222221992981,0,307.6222221453167,287.8666665947,0,404.63611100995183,278.69444437477017,0
SFI-P1485-01,115.7046666377407,211.5312777248948,0,590.2036665191159,494.0242776542715,0,474.4989998813752,282.49299992937665,0
SFI-P1485-02,114.9546666379282,210.2812777252077,0,590.9536665189283,495.2742776539595,0,475.99899988100015,284.9929999287518,0
SFI-P1500-01,-114.5855029383338,0.3925119526260778,0,324.5854969518738,296.6075118785724,0,439.17099989020755,296.2149999259463,0
SFI-P1500-02,-117.0000029377312,-2.299988046701492,0,326.9999969512686,299.3000118778986,0,443.9999998889998,301.5999999246001,0
SFI-P1507-01,-98.00000294248134,-6.499988045651179,0,307.9999969560184,303.5000118768486,0,405.9999998984997,309.9999999224998,0
SFI-P1507-02,-99.70050294205616,-9.616988044871487,0,309.7004969555936,306.6170118760702,0,409.4009998976498,316.2339999209417,0
SFI-P1507-03,-99.70050294205616,-9.616988044871487,0,309.7004969555936,306.6170118760702,0,409.4009998976498,316.2339999209417,0
SFI-P1510FP2-01,-154.5000029283563,2.230511952166037,0,364.4999969418937,294.7695118790311,0,518.99999987025,292.5389999268651,0
SFI-P1510FP2-02,-156.5000029278562,1.19527233054e-05,0,366.4999969413939,297.0000118784735,0,522.9999998692501,296.9999999257502,0
SFI-P1520-01,-133.0000029337311,-21.99998804177619,0,342.9999969472688,319.0000118729736,0,475.9999998809999,340.99999991474976,0
SFI-P1520-02,-135.0000029332313,-25.64998804086398,0,344.999996946769,322.6500118720611,0,479.99999988000025,348.2999999129251,0
SFI-P1525-01,-167.5000029251063,-6.9959880455274,0,377.499996938644,303.9960118767246,0,544.9999998637503,310.991999922252,0
SFI-P1525-02,-169.4362324049359,-9.486271798596713,0,379.5637674578141,306.505728122405,0,548.99999986275,315.9919999210017,0
SFI-P1535-01,-42.00000137838898,3.254012499186409,0,501.9999984856111,301.7460124245636,0,543.9999998640001,298.49199992537723,0
SFI-P1535-02,-38.00000137938893,1.00401249974894,0,497.9999984866114,303.9960124240007,0,535.9999998660003,302.99199992425173,0
SFI-P1550-01,-142.0875029314594,-339.181011867928,0,352.0874969449968,42.18098803673122,0,494.17499987645624,381.3619999046592,0
SFI-P1550-02,-142.4458332977218,-43.73055554462331,0,353.0541665784028,340.7694443592522,0,495.49999987612466,384.4999999038755,0
SFI-P1555-01,-199.0000029172311,-25.49998804090135,0,408.9999969307686,322.5000118720985,0,607.9999998479997,347.9999999129999,0
SFI-P1555-02,-201.0000029167314,-28.49998804015131,0,410.9999969302688,325.5000118713484,0,611.9999998470003,353.99999991149974,0
SFI-P1556-01,-180.1943332882846,1.447333332971446,0,390.8026665689659,295.9443332593473,0,570.9969998572506,294.49699992637585,0
SFI-P1556-02,-180.1953332882844,1.447333332971446,0,390.8036665689656,295.944333259347,0,570.9989998572499,294.49699992637557,0
SFI-P1556-03,-183.0000029212312,-2.999988046526654,0,392.999996934769,300.0000118777231,0,575.9999998560002,302.9999999242498,0
SFI-P1560-01,-153.5000029286062,-47.28398803545558,0,363.499996942144,344.2840118666524,0,516.9999998707501,391.567999902108,0
SFI-P1560-02,-158.3040029274054,-51.58298803438082,0,368.3039969409425,348.5830118655779,0,526.6079998683479,400.1659998999587,0
SFI-P1595-01,-231.6958332754095,-52.55416665352776,0,442.3041665560903,349.9458332458469,0,673.9999998314998,402.4999998993747,0
SFI-P1595-02,-233.750002908544,-56.24998803321408,0,443.749996922081,353.2500118644112,0,677.499999830625,409.4999998976253,0
SFI-P1595-03,-233.750002908544,-56.24998803321408,0,443.749996922081,353.2500118644112,0,677.499999830625,409.4999998976253,0
SFI-P1600-01,-183.0000029212312,-369.0000118604741,0,392.9999969347684,71.99998802927637,0,575.9999998559996,440.9999998897505,0
SFI-P1600-02,-182.0000029214812,-372.0000118597234,0,391.9999969350192,74.99998802852633,0,573.9999998565004,446.9999998882497,0
SFI-P1605-01,-237.2500029076685,-40.99998803702635,0,447.2499969212062,338.0000118682238,0,684.4999998288747,378.99999990525015,0
SFI-P1605-02,-238.6958332736595,-45.48055554418558,0,449.3041665543407,342.5194443588148,0,687.9999998280002,387.99999990300034,0
SFI-P1607-01,-172.0360029239724,-62.49798803165307,0,382.0359969375098,359.4980118628479,0,554.0719998614823,421.9959998945009,0
SFI-P1607-02,-173.3300029236489,-62.18798803173036,0,383.3299969371864,359.1880118629255,0,556.6599998608353,421.3759998946559,0
SFI-P1607-03,-178.5820029223359,-67.84248803031687,0,388.5819969358733,364.842511861512,0,567.1639998582092,432.68499989182885,0
SFI-P1607-04,-179.8350029220225,-68.73848803009301,0,389.8349969355596,365.7385118612882,0,569.6699998575821,434.4769998913812,0
SFI-P1610-01,-180.1958332882846,-73.98055553706018,0,390.8041665689659,371.0194443516897,0,570.9999998572505,444.99999988874987,0
SFI-P1610-02,-183.671802412553,-77.79912690230815,0,393.3281974431968,375.2008729844419,0,576.9999998557498,452.99999988675006,0
SFI-P1610-03,-188.0000029199811,-79.49998802740127,0,397.9999969335185,376.5000118585984,0,585.9999998534996,455.99999988599967,0
SFI-P1620-01,-188.4084477890916,-83.3628244149227,0,398.4084418026291,380.3628482461198,0,586.8168895917207,463.7256726610425,0
SFI-P1620-02,-197.5934090297249,-82.97118165380043,0,408.1045260221708,380.7544910072415,0,605.6979350518957,463.7256726610419,0
SFI-P1620-03,-197.5934090297249,-82.97118165380043,0,408.1045260221708,380.7544910072415,0,605.6979350518957,463.7256726610419,0
SFI-P1620-04,-197.7211897744521,-83.16700303436157,0,407.976745277444,380.5586696266807,0,605.6979350518961,463.72567266104227,0
SFI-P1620-05,-197.5448008856073,-83.16700303436157,0,408.1531341662888,380.5586696266804,0,605.6979350518961,463.725672661042,0
SFI-P1640-01,-212.5000029138563,-466.0000118362232,0,422.4999969273934,168.9999880050264,0,634.9999998412497,634.9999998412496,0
SFI-P1640-02,-219.5000029121064,-473.0000118344736,0,429.4999969256436,175.9999880032764,0,648.99999983775,648.99999983775,0
SFI-P1640-03,-218.3722221676291,-174.9805555118103,0,428.6277776706207,472.0194443264398,0,646.9999998382498,646.9999998382501,0
SFI-P1640-04,-219.5000029121064,-473.0000118344736,0,429.4999969256436,175.9999880032764,0,648.99999983775,648.99999983775,0
SFI-P1700G1-01,-354.0233332448276,-30.62716665900978,0,564.6316665255088,328.0188332513286,0,918.6549997703364,358.6459999103384,0
SFI-P1700G1-02,-355.7598334187291,-32.49516701961078,0,566.3681663507386,329.8868328897939,0,922.1279997694678,362.38199990940467,0
SFI-P1700G1-03,-356.8917221329994,-32.78835432550422,0,567.1472776359914,329.842645583838,0,924.0389997689908,362.6309999093422,0
SFI-P1700G2-01,-354.3275028784056,-327.8230118707597,0,564.3274968919307,30.82298803957895,0,918.6549997703362,358.6459999103386,0
SFI-P1700G2-02,-356.3325028779035,-329.5000118703424,0,566.3324968914297,32.49998803915778,0,922.6649997693332,361.99999990950016,0
SFI-P1700G2-03,-356.4355028778778,-329.5005118703433,0,566.4354968914042,32.50048803915638,0,922.870999769282,362.0009999094997,0
SFI-P1720G1-01,-372.1636665736262,-81.4137222018686,0,710.8303331556255,278.9692777080353,0,1082.9939997292518,360.3829999099039,0
SFI-P1720G1-02,-374.480666573047,-78.93472220248916,0,713.1473331550459,276.4902777086549,0,1087.6279997280928,355.424999911144,0
SFI-P1720G1-03,-373.1981665733672,-77.87022220275477,0,711.8648331553669,275.4257777089212,0,1085.0629997287342,353.29599991167595,0
SFI-PAR2975-01,-158.0000029274863,1.000011952467944,0,367.9999969410137,296.0000118787176,0,525.9999998685,294.99999992624964,0
SFI-PAR2975-02,-159.3722221823793,-1.304166666340529,0,369.6277776853707,298.6958332586596,0,528.9999998677499,299.9999999250001,0
SFI-PAR2975-03,-162.000002926487,-3.99998804628156,0,371.9999969400135,301.0000118774678,0,533.9999998665005,304.99999992374933,0
SFI-PAR2975-04,-161.8722221817541,-3.980555554560073,0,372.1277776847461,301.0194443691895,0,533.9999998665002,304.99999992374956,0
SFI-PAR3463-01,-140.0000029319869,-41.4999880369067,0,349.9999969455134,338.5000118680932,0,489.9999998775003,379.9999999049999,0
SFI-PAR3463-02,-140.0000029319869,-41.4999880369067,0,349.9999969455134,338.5000118680932,0,489.9999998775003,379.9999999049999,0
SFI-PAR3463-03,-142.6280029313298,-45.01948803602725,0,352.6279969448563,342.0195118672131,0,495.25599987618614,387.0389999032404,0
SFI-PAR3463-04,-142.6280029313298,-46.78348803558596,0,352.6279969448563,343.7835118667722,0,495.25599987618614,390.56699990235813,0
SFI-PAR5032-01,-354.9515028782475,-23.01948804152711,0,564.9514968917765,320.0195118727133,0,919.902999770024,343.0389999142404,0
SFI-PAR5032-02,-371.0000028742354,-36.49998803815719,0,580.9999968877646,333.5000118693431,0,951.999999762,369.9999999075003,0
SFI-PAR5032-03,-371.0000028742354,-36.49998803815719,0,580.9999968877646,333.5000118693431,0,951.999999762,369.9999999075003,0
SFI-PAR5584-01,-547.840002830027,-11.45598804441761,0,757.8399968435535,308.4560118756041,0,1305.6799996735804,319.9119999200217,0
SFI-PAR5584-02,-560.6280028268297,-19.69598804235753,0,770.6279968403563,316.6960118735441,0,1331.2559996671862,336.39199991590164,0
SFI-PAR5584-03,-555.1280028282048,-14.19598804373282,0,765.1279968417315,311.196011874919,0,1320.2559996699363,325.39199991865183,0
SFI-PAR8428-01,-198.9939999502515,-84.17405553451242,0,408.5439998978643,381.2129443491413,0,607.5379998481158,465.38699988365374,0
SFI-PAR8428-02,-198.769002917289,-84.19348802622812,0,408.7689969308264,381.1935118574252,0,607.5379998481154,465.38699988365335,0
SFI-PAR8428-03,-198.9939999502515,-84.19348802622812,0,408.5439998978643,381.1935118574252,0,607.5379998481158,465.38699988365335,0
SFI-PIM2500-01,-161.500002926606,-3.499988046401219,0,371.4999969401441,300.5000118775986,0,532.9999998667502,303.9999999239998,0
SFI-PIM2500-02,-163.5000029261065,-5.999988045776613,0,373.4999969396436,303.0000118769737,0,536.9999998657502,308.9999999227503,0
SFI-PIM2500-03,-164.0000029259811,-5.999988045776613,0,373.9999969395189,303.0000118769737,0,537.9999998655001,308.9999999227503,0
SFI-PiM2600-01,-156.0000029279816,-332.5000118695988,0,365.9999969415187,35.49998803840133,0,521.9999998695002,367.9999999080001,0
SFI-PiM2600-02,-158.5030029273556,-335.7835118687778,0,368.5029969408927,38.78348803758072,0,527.0059998682483,374.5669999063585,0
SFI-QB2D2,-139.8722221872543,-10.4805555529352,0,350.127777690246,307.5194443675647,0,489.9999998775003,317.9999999204999,0
SFI-QBONE2002,-163.6958332924092,-23.98055554956002,0,374.3041665730911,321.0194443641898,0,537.9999998655003,344.9999999137498,0
SFI-QBONE3502,-159.8722221822542,-18.80416666196572,0,370.1277776852459,316.1958332542845,0,529.9999998675002,334.9999999162502,0
SFI-QBONEORG2,-157.3722221828792,-16.30416666259097,0,367.6277776858711,313.6958332549091,0,524.9999998687503,329.9999999175,0
SFI-QBPC2,-87.19583331153424,29.19583332603428,0,297.8041665922158,268.1958332662845,0,384.99999990375,238.99999994025023,0
SFI-QBPD3TB2,-140.7840277425817,-9.480555553185427,0,351.2159721344182,306.5194443678149,0,491.99999987699994,315.9999999210003,0
SFI-QBPD3TB3,-140.7840277425817,-9.480555553185427,0,351.2159721344182,306.5194443678149,0,491.99999987699994,315.9999999210003,0
SFI-QBPROD1TB2,-69.87222220475417,26.01944443793952,0,280.1277777077459,271.0194443766896,0,349.9999999125001,244.99999993875008,0
SFI-QBPROD2TB2,-74.19583331478431,16.51944444031444,0,284.8041665954656,280.5194443743147,0,358.99999991024987,263.99999993400024,0
SFI-QBSP6002,-154.9999277390274,29.50004165929166,0,365.0000721309725,267.5000415997915,0,519.9999998699999,237.9999999404998,0
SFI-QBSPC2D22,-40.02497665666013,95.88049386491825,0,440.0250232233271,404.1194937878582,0,480.04999987998724,308.2389999229399,0
SFI-QBSPT2,-109.6958333059092,4.519444443314598,0,320.3041665865905,292.5194443713146,0,429.9999998924997,287.99999992799997,0
SFI-QBTC22,-92.19583331028439,9.519444442064746,0,302.804166590966,287.5194443725644,0,394.9999999012504,277.99999993049965,0
SFI-RBRCL2,-186.1958332867842,-38.80416665696567,0,396.8041665674657,336.1958332492844,0,582.9999998542498,374.9999999062501,0
SFI-RBRCM2,-88.6845029448156,-43.00598803653016,0,298.6844969583424,340.0060118677167,0,387.368999903158,383.01199990424686,0
SFI-RBRCS2,-87.82383331137733,59.69583331840972,0,298.4321665920586,237.6958332739094,0,386.2559999034359,177.99999995549967,0
SFI-RCM2,-94.37222219862905,-1.304166666340529,0,304.6277777016208,298.6958332586593,0,398.99999990024986,299.9999999249998,0
SFI-RIGPG3DB2,-106.5000029403557,-315.0000118739736,0,316.4999969538944,17.99998804277645,0,422.9999998942501,332.9999999167501,0
SFI-RIGPG3DT2,-107.5000029401058,-315.5000118738488,0,317.4999969536441,18.49998804265134,0,424.9999998937499,333.99999991650014,0
SFI-RLCSPO2,-85.14077918439423,24.89820864738558,0,295.4792207204508,271.4152085857564,0,380.61999990484503,246.5169999383708,0
SFI-RLD2,-92.50000294385634,-21.99998804177619,0,302.4999969573937,319.0000118729736,0,394.99999990125,340.99999991474976,0
SFI-RLMTB2,-161.2705029266639,-42.96248803653573,0,371.2704969402013,339.9625118677331,0,532.5409998668653,382.9249999042688,0
SFI-RLSPO2,-137.2500029326687,-42.24998803671406,0,347.2499969462065,339.2500118679109,0,484.4999998788752,381.499999904625,0
SFI-RLSTB2,-164.2785029259118,-45.1674880359846,0,374.2784969394492,342.1675118671817,0,538.556999865361,387.3349999031663,0
SFI-RLTC2,-165.0805029257111,-42.11698803674712,0,375.0804969392485,339.1170118679442,0,540.1609998649596,381.2339999046913,0
SFI-RLTSC2-01,-140.5000029318563,-11.49998804440133,0,350.4999969453937,308.5000118755985,0,490.99999987725005,319.9999999199998,0
SFI-RLTSC2-02,-167.9495029249939,-27.70598804034997,0,377.9494969385317,581.2340024088038,0,545.8989998635257,608.9399904491538,0
SFI-RTBL1DC2,-93.11111108783334,-0.934722221988289,0,445.8888887774173,354.0652776892616,0,538.9999998652506,354.9999999112499,0
SFI-RTBL4DC2,51.56527776488633,-0.934722221988289,0,301.5652777023863,354.0652776892616,0,249.99999993749998,354.9999999112499,0
SFI-RTC2,-161.5650029265902,-36.37748803818214,0,371.5649969401277,333.377511869379,0,533.1299998667179,369.75499990756117,0
SFI-RTCB2,-163.5580029260918,-11.94048804429129,0,373.5579969396289,308.9405118754884,0,537.1159998657207,320.8809999197797,0
SFI-RTO2,-166.0672221807054,-7.631666664759052,0,376.322777683697,305.0233332570778,0,542.3899998644024,312.65499992183686,0
SFI-SPT22,-89.69583331090932,13.69583332990991,0,300.3041665915906,283.6958332624095,0,389.99999990249995,269.9999999324996,0
SFI-TBST3D2,-90.00000294448127,-19.49998804240143,0,299.999996958019,316.5000118735985,0,389.99999990250024,335.9999999159999,0
SFI-TBSTCO2,-55.0095029532291,42.4545119421098,0,265.0094969667665,254.5455118890873,0,320.0189999199956,212.0909999469775,0
SFI-TBSTCTB2-01,-57.59050295258397,41.00001194247361,0,267.5904969661207,256.0000118887235,0,325.1809999187047,214.99999994624991,0
SFI-TBSTCTB2-02,-69.00000294973121,33.00001194447351,0,278.9999969632686,264.0000118867236,0,347.9999999129998,230.9999999422501,0
SFI-TBSTLTB2-01,-133.389162932755,-16.10683658511232,0,343.6108369479943,314.1161633323319,0,476.99999988074933,330.2229999174442,0
SFI-TBSTLTB2-02,-134.0000029334815,-39.46248803741056,0,343.9999969470186,336.462511868608,0,477.9999998805001,375.9249999060185,0
SFI-TBSTO2-01,-135.0000029332313,-13.23748804396708,0,344.999996946769,310.2375118751642,0,479.99999988000025,323.4749999191313,0
SFI-TBSTO2-02,-135.0000029332313,-41.49998803690156,0,344.999996946769,338.5000118680987,0,479.99999988000025,379.99999990500027,0
SFI-TBSTRTB2-01,-132.2133333002795,-23.11855554977591,0,342.8216665809611,320.1574443644051,0,475.0349998812406,343.275999914181,0
SFI-TBSTRTB2-02,-133.5175029336018,-34.13798803874169,0,343.5174969471392,331.1380118699391,0,477.034999880741,365.2759999086808,0
SFI-TBSTTB2-01,-134.5000029333564,-17.36148804293602,0,344.4999969468938,314.3615118741331,0,478.99999988025024,331.7229999170691,0
SFI-TBSTTB2-02,-136.2565029329173,-34.25698803871217,0,346.2564969464547,331.2570118699096,0,482.51299987937205,365.51399990862177,0
SFI-TBSTTC2-01,-134.3000029334061,-11.99998804427653,0,344.2999969469438,309.0000118754737,0,478.59999988034986,320.9999999197502,0
SFI-TBSTTC2-02,-133.0000029337314,-27.99998804027611,0,342.9999969472688,325.0000118714739,0,475.99999988100024,352.99999991174997,0
SFI-TT1002,-147.702502930056,10.31101195014606,0,357.7024969435931,286.6890118810514,0,505.4049998736491,276.37799993090533,0
SFI-TT2002,-149.2340029296726,9.805011950272377,0,359.2339969432103,287.1950118809247,0,508.4679998728829,277.3899999306523,0
SFI-VDSC3,-79.69583331340966,21.19583332803417,0,290.3041665940909,276.1958332642846,0,369.9999999075005,254.99999993625045,0
SFI-VSSC2,-122.7980029362816,-10.49648804465212,0,332.7979969498191,307.4965118758495,0,455.5959998861007,317.9929999205016,0
SFI-WSTBBX2,-129.5000029346066,-325.0000118714739,0,339.4999969481436,27.99998804027643,0,468.9999998827502,352.9999999117503,0
SFI-WTHSC4412,-71.69583331540925,23.51944443856477,0,282.3041665960908,273.5194443760647,0,353.9999999115,249.99999993749995,0
SFI-WTHSC8432,-136.6222221880667,-28.4805555484356,0,346.8777776910581,325.5194443630648,0,483.4999998791248,353.99999991150037,0
